factory_id,factory_name,industry_type,city,risk_level,composite_score,dominant_pollutant,immediate_actions,short_term_actions,long_term_actions,monitoring_actions,summary,generated_at
osm_4784023232,Mahajan Aata Chakki,works,Nagpur,Medium,5.1822,pm25,Install bag filter / fabric filter system | Install real-time particulate matter sensor at stack,Apply general pollution control measures as per CPCB guidelines | Electrostatic precipitator (ESP) for high-temperature processes | Employee environmental training program | Energy efficiency audit to reduce overall emissions | Preventive maintenance schedule for emission control equipment | Quarterly emission stack testing | Apply data-driven intervention plan for category: PM_Control,,Install real-time particulate matter sensor at stack | Quarterly emission stack testing,Mahajan Aata Chakki is classified as Medium risk with composite score 5.18. Top action: Install bag filter / fabric filter system.,2026-03-17T16:59:35.542806+00:00
osm_1162639285,Delhi Industrial Site 1162639285,industrial,Delhi,Medium,3.1492,pm25,Install bag filter / fabric filter system | Install real-time particulate matter sensor at stack,Apply general pollution control measures as per CPCB guidelines | Electrostatic precipitator (ESP) for high-temperature processes | Employee environmental training program | Energy efficiency audit to reduce overall emissions | Preventive maintenance schedule for emission control equipment | Quarterly emission stack testing | Apply data-driven intervention plan for category: PM_Control,,Install real-time particulate matter sensor at stack | Quarterly emission stack testing,Delhi Industrial Site 1162639285 is classified as Medium risk with composite score 3.15. Top action: Install bag filter / fabric filter system.,2026-03-17T16:59:24.250068+00:00
osm_1162639286,Delhi Industrial Site 1162639286,industrial,Delhi,Medium,3.1492,pm25,Install bag filter / fabric filter system | Install real-time particulate matter sensor at stack,Apply general pollution control measures as per CPCB guidelines | Electrostatic precipitator (ESP) for high-temperature processes | Employee environmental training program | Energy efficiency audit to reduce overall emissions | Preventive maintenance schedule for emission control equipment | Quarterly emission stack testing | Apply data-driven intervention plan for category: PM_Control,,Install real-time particulate matter sensor at stack | Quarterly emission stack testing,Delhi Industrial Site 1162639286 is classified as Medium risk with composite score 3.15. Top action: Install bag filter / fabric filter system.,2026-03-17T16:59:24.253807+00:00
osm_1162639291,Delhi Industrial Site 1162639291,industrial,Delhi,Medium,3.1492,pm25,Install bag filter / fabric filter system | Install real-time particulate matter sensor at stack,Apply general pollution control measures as per CPCB guidelines | Electrostatic precipitator (ESP) for high-temperature processes | Employee environmental training program | Energy efficiency audit to reduce overall emissions | Preventive maintenance schedule for emission control equipment | Quarterly emission stack testing | Apply data-driven intervention plan for category: PM_Control,,Install real-time particulate matter sensor at stack | Quarterly emission stack testing,Delhi Industrial Site 1162639291 is classified as Medium risk with composite score 3.15. Top action: Install bag filter / fabric filter system.,2026-03-17T16:59:24.258105+00:00
osm_1162639292,Delhi Industrial Site 1162639292,industrial,Delhi,Medium,3.1492,pm25,Install bag filter / fabric filter system | Install real-time particulate matter sensor at stack,Apply general pollution control measures as per CPCB guidelines | Electrostatic precipitator (ESP) for high-temperature processes | Employee environmental training program | Energy efficiency audit to reduce overall emissions | Preventive maintenance schedule for emission control equipment | Quarterly emission stack testing | Apply data-driven intervention plan for category: PM_Control,,Install real-time particulate matter sensor at stack | Quarterly emission stack testing,Delhi Industrial Site 1162639292 is classified as Medium risk with composite score 3.15. Top action: Install bag filter / fabric filter system.,2026-03-17T16:59:24.262390+00:00
osm_1162639293,Delhi Industrial Site 1162639293,industrial,Delhi,Medium,3.1492,pm25,Install bag filter / fabric filter system | Install real-time particulate matter sensor at stack,Apply general pollution control measures as per CPCB guidelines | Electrostatic precipitator (ESP) for high-temperature processes | Employee environmental training program | Energy efficiency audit to reduce overall emissions | Preventive maintenance schedule for emission control equipment | Quarterly emission stack testing | Apply data-driven intervention plan for category: PM_Control,,Install real-time particulate matter sensor at stack | Quarterly emission stack testing,Delhi Industrial Site 1162639293 is classified as Medium risk with composite score 3.15. Top action: Install bag filter / fabric filter system.,2026-03-17T16:59:24.266544+00:00
osm_1162639296,Delhi Industrial Site 1162639296,industrial,Delhi,Medium,3.1492,pm25,Install bag filter / fabric filter system | Install real-time particulate matter sensor at stack,Apply general pollution control measures as per CPCB guidelines | Electrostatic precipitator (ESP) for high-temperature processes | Employee environmental training program | Energy efficiency audit to reduce overall emissions | Preventive maintenance schedule for emission control equipment | Quarterly emission stack testing | Apply data-driven intervention plan for category: PM_Control,,Install real-time particulate matter sensor at stack | Quarterly emission stack testing,Delhi Industrial Site 1162639296 is classified as Medium risk with composite score 3.15. Top action: Install bag filter / fabric filter system.,2026-03-17T16:59:24.270662+00:00
osm_1162639299,Delhi Industrial Site 1162639299,industrial,Delhi,Medium,3.1492,pm25,Install bag filter / fabric filter system | Install real-time particulate matter sensor at stack,Apply general pollution control measures as per CPCB guidelines | Electrostatic precipitator (ESP) for high-temperature processes | Employee environmental training program | Energy efficiency audit to reduce overall emissions | Preventive maintenance schedule for emission control equipment | Quarterly emission stack testing | Apply data-driven intervention plan for category: PM_Control,,Install real-time particulate matter sensor at stack | Quarterly emission stack testing,Delhi Industrial Site 1162639299 is classified as Medium risk with composite score 3.15. Top action: Install bag filter / fabric filter system.,2026-03-17T16:59:24.274931+00:00
osm_1162639300,Delhi Industrial Site 1162639300,industrial,Delhi,Medium,3.1492,pm25,Install bag filter / fabric filter system | Install real-time particulate matter sensor at stack,Apply general pollution control measures as per CPCB guidelines | Electrostatic precipitator (ESP) for high-temperature processes | Employee environmental training program | Energy efficiency audit to reduce overall emissions | Preventive maintenance schedule for emission control equipment | Quarterly emission stack testing | Apply data-driven intervention plan for category: PM_Control,,Install real-time particulate matter sensor at stack | Quarterly emission stack testing,Delhi Industrial Site 1162639300 is classified as Medium risk with composite score 3.15. Top action: Install bag filter / fabric filter system.,2026-03-17T16:59:24.278947+00:00
osm_1162639301,Delhi Industrial Site 1162639301,industrial,Delhi,Medium,3.1492,pm25,Install bag filter / fabric filter system | Install real-time particulate matter sensor at stack,Apply general pollution control measures as per CPCB guidelines | Electrostatic precipitator (ESP) for high-temperature processes | Employee environmental training program | Energy efficiency audit to reduce overall emissions | Preventive maintenance schedule for emission control equipment | Quarterly emission stack testing | Apply data-driven intervention plan for category: PM_Control,,Install real-time particulate matter sensor at stack | Quarterly emission stack testing,Delhi Industrial Site 1162639301 is classified as Medium risk with composite score 3.15. Top action: Install bag filter / fabric filter system.,2026-03-17T16:59:24.283018+00:00
osm_1162639302,Delhi Industrial Site 1162639302,industrial,Delhi,Medium,3.1492,pm25,Install bag filter / fabric filter system | Install real-time particulate matter sensor at stack,Apply general pollution control measures as per CPCB guidelines | Electrostatic precipitator (ESP) for high-temperature processes | Employee environmental training program | Energy efficiency audit to reduce overall emissions | Preventive maintenance schedule for emission control equipment | Quarterly emission stack testing | Apply data-driven intervention plan for category: PM_Control,,Install real-time particulate matter sensor at stack | Quarterly emission stack testing,Delhi Industrial Site 1162639302 is classified as Medium risk with composite score 3.15. Top action: Install bag filter / fabric filter system.,2026-03-17T16:59:24.287098+00:00
osm_1162639303,Delhi Industrial Site 1162639303,industrial,Delhi,Medium,3.1492,pm25,Install bag filter / fabric filter system | Install real-time particulate matter sensor at stack,Apply general pollution control measures as per CPCB guidelines | Electrostatic precipitator (ESP) for high-temperature processes | Employee environmental training program | Energy efficiency audit to reduce overall emissions | Preventive maintenance schedule for emission control equipment | Quarterly emission stack testing | Apply data-driven intervention plan for category: PM_Control,,Install real-time particulate matter sensor at stack | Quarterly emission stack testing,Delhi Industrial Site 1162639303 is classified as Medium risk with composite score 3.15. Top action: Install bag filter / fabric filter system.,2026-03-17T16:59:24.291245+00:00
osm_1162639304,Delhi Industrial Site 1162639304,industrial,Delhi,Medium,3.1492,pm25,Install bag filter / fabric filter system | Install real-time particulate matter sensor at stack,Apply general pollution control measures as per CPCB guidelines | Electrostatic precipitator (ESP) for high-temperature processes | Employee environmental training program | Energy efficiency audit to reduce overall emissions | Preventive maintenance schedule for emission control equipment | Quarterly emission stack testing | Apply data-driven intervention plan for category: PM_Control,,Install real-time particulate matter sensor at stack | Quarterly emission stack testing,Delhi Industrial Site 1162639304 is classified as Medium risk with composite score 3.15. Top action: Install bag filter / fabric filter system.,2026-03-17T16:59:24.295228+00:00
osm_1163433896,Delhi Industrial Site 1163433896,industrial,Delhi,Medium,3.1492,pm25,Install bag filter / fabric filter system | Install real-time particulate matter sensor at stack,Apply general pollution control measures as per CPCB guidelines | Electrostatic precipitator (ESP) for high-temperature processes | Employee environmental training program | Energy efficiency audit to reduce overall emissions | Preventive maintenance schedule for emission control equipment | Quarterly emission stack testing | Apply data-driven intervention plan for category: PM_Control,,Install real-time particulate matter sensor at stack | Quarterly emission stack testing,Delhi Industrial Site 1163433896 is classified as Medium risk with composite score 3.15. Top action: Install bag filter / fabric filter system.,2026-03-17T16:59:24.299152+00:00
osm_1163433897,Delhi Industrial Site 1163433897,industrial,Delhi,Medium,3.1492,pm25,Install bag filter / fabric filter system | Install real-time particulate matter sensor at stack,Apply general pollution control measures as per CPCB guidelines | Electrostatic precipitator (ESP) for high-temperature processes | Employee environmental training program | Energy efficiency audit to reduce overall emissions | Preventive maintenance schedule for emission control equipment | Quarterly emission stack testing | Apply data-driven intervention plan for category: PM_Control,,Install real-time particulate matter sensor at stack | Quarterly emission stack testing,Delhi Industrial Site 1163433897 is classified as Medium risk with composite score 3.15. Top action: Install bag filter / fabric filter system.,2026-03-17T16:59:24.303118+00:00
osm_1163433898,Delhi Industrial Site 1163433898,depot,Delhi,Medium,3.1492,pm25,Install bag filter / fabric filter system | Install real-time particulate matter sensor at stack,Apply general pollution control measures as per CPCB guidelines | Electrostatic precipitator (ESP) for high-temperature processes | Employee environmental training program | Energy efficiency audit to reduce overall emissions | Preventive maintenance schedule for emission control equipment | Quarterly emission stack testing | Apply data-driven intervention plan for category: PM_Control,,Install real-time particulate matter sensor at stack | Quarterly emission stack testing,Delhi Industrial Site 1163433898 is classified as Medium risk with composite score 3.15. Top action: Install bag filter / fabric filter system.,2026-03-17T16:59:24.307085+00:00
osm_1163975934,Delhi Industrial Site 1163975934,industrial,Delhi,Medium,3.1492,pm25,Install bag filter / fabric filter system | Install real-time particulate matter sensor at stack,Apply general pollution control measures as per CPCB guidelines | Electrostatic precipitator (ESP) for high-temperature processes | Employee environmental training program | Energy efficiency audit to reduce overall emissions | Preventive maintenance schedule for emission control equipment | Quarterly emission stack testing | Apply data-driven intervention plan for category: PM_Control,,Install real-time particulate matter sensor at stack | Quarterly emission stack testing,Delhi Industrial Site 1163975934 is classified as Medium risk with composite score 3.15. Top action: Install bag filter / fabric filter system.,2026-03-17T16:59:24.311694+00:00
osm_1164886887,Delhi Industrial Site 1164886887,industrial,Delhi,Medium,3.1492,pm25,Install bag filter / fabric filter system | Install real-time particulate matter sensor at stack,Apply general pollution control measures as per CPCB guidelines | Electrostatic precipitator (ESP) for high-temperature processes | Employee environmental training program | Energy efficiency audit to reduce overall emissions | Preventive maintenance schedule for emission control equipment | Quarterly emission stack testing | Apply data-driven intervention plan for category: PM_Control,,Install real-time particulate matter sensor at stack | Quarterly emission stack testing,Delhi Industrial Site 1164886887 is classified as Medium risk with composite score 3.15. Top action: Install bag filter / fabric filter system.,2026-03-17T16:59:24.315796+00:00
osm_1164886888,Delhi Industrial Site 1164886888,industrial,Delhi,Medium,3.1492,pm25,Install bag filter / fabric filter system | Install real-time particulate matter sensor at stack,Apply general pollution control measures as per CPCB guidelines | Electrostatic precipitator (ESP) for high-temperature processes | Employee environmental training program | Energy efficiency audit to reduce overall emissions | Preventive maintenance schedule for emission control equipment | Quarterly emission stack testing | Apply data-driven intervention plan for category: PM_Control,,Install real-time particulate matter sensor at stack | Quarterly emission stack testing,Delhi Industrial Site 1164886888 is classified as Medium risk with composite score 3.15. Top action: Install bag filter / fabric filter system.,2026-03-17T16:59:24.319716+00:00
osm_1164904271,Delhi Industrial Site 1164904271,industrial,Delhi,Medium,3.1492,pm25,Install bag filter / fabric filter system | Install real-time particulate matter sensor at stack,Apply general pollution control measures as per CPCB guidelines | Electrostatic precipitator (ESP) for high-temperature processes | Employee environmental training program | Energy efficiency audit to reduce overall emissions | Preventive maintenance schedule for emission control equipment | Quarterly emission stack testing | Apply data-driven intervention plan for category: PM_Control,,Install real-time particulate matter sensor at stack | Quarterly emission stack testing,Delhi Industrial Site 1164904271 is classified as Medium risk with composite score 3.15. Top action: Install bag filter / fabric filter system.,2026-03-17T16:59:24.324118+00:00
osm_1165055515,Delhi Industrial Site 1165055515,industrial,Delhi,Medium,3.1492,pm25,Install bag filter / fabric filter system | Install real-time particulate matter sensor at stack,Apply general pollution control measures as per CPCB guidelines | Electrostatic precipitator (ESP) for high-temperature processes | Employee environmental training program | Energy efficiency audit to reduce overall emissions | Preventive maintenance schedule for emission control equipment | Quarterly emission stack testing | Apply data-driven intervention plan for category: PM_Control,,Install real-time particulate matter sensor at stack | Quarterly emission stack testing,Delhi Industrial Site 1165055515 is classified as Medium risk with composite score 3.15. Top action: Install bag filter / fabric filter system.,2026-03-17T16:59:24.328319+00:00
osm_1174697495,Rohini Sector 37 Bus Depot 1,bus_depot,Delhi,Medium,3.1492,pm25,Install bag filter / fabric filter system | Install real-time particulate matter sensor at stack,Apply general pollution control measures as per CPCB guidelines | Electrostatic precipitator (ESP) for high-temperature processes | Employee environmental training program | Energy efficiency audit to reduce overall emissions | Preventive maintenance schedule for emission control equipment | Quarterly emission stack testing | Apply data-driven intervention plan for category: PM_Control,,Install real-time particulate matter sensor at stack | Quarterly emission stack testing,Rohini Sector 37 Bus Depot 1 is classified as Medium risk with composite score 3.15. Top action: Install bag filter / fabric filter system.,2026-03-17T16:59:24.332257+00:00
osm_1176576163,Parvati Private Limited,industrial,Delhi,Medium,3.1492,pm25,Install bag filter / fabric filter system | Install real-time particulate matter sensor at stack,Apply general pollution control measures as per CPCB guidelines | Electrostatic precipitator (ESP) for high-temperature processes | Employee environmental training program | Energy efficiency audit to reduce overall emissions | Preventive maintenance schedule for emission control equipment | Quarterly emission stack testing | Apply data-driven intervention plan for category: PM_Control,,Install real-time particulate matter sensor at stack | Quarterly emission stack testing,Parvati Private Limited is classified as Medium risk with composite score 3.15. Top action: Install bag filter / fabric filter system.,2026-03-17T16:59:24.336161+00:00
osm_1180265703,Vaishnavi Perfumery,works,Delhi,Medium,3.1492,pm25,Install bag filter / fabric filter system | Install real-time particulate matter sensor at stack,Apply general pollution control measures as per CPCB guidelines | Electrostatic precipitator (ESP) for high-temperature processes | Employee environmental training program | Energy efficiency audit to reduce overall emissions | Preventive maintenance schedule for emission control equipment | Quarterly emission stack testing | Apply data-driven intervention plan for category: PM_Control,,Install real-time particulate matter sensor at stack | Quarterly emission stack testing,Vaishnavi Perfumery is classified as Medium risk with composite score 3.15. Top action: Install bag filter / fabric filter system.,2026-03-17T16:59:24.340649+00:00
osm_1183344155,Khatu Shyam Industries,works,Delhi,Medium,3.1492,pm25,Install bag filter / fabric filter system | Install real-time particulate matter sensor at stack,Apply general pollution control measures as per CPCB guidelines | Electrostatic precipitator (ESP) for high-temperature processes | Employee environmental training program | Energy efficiency audit to reduce overall emissions | Preventive maintenance schedule for emission control equipment | Quarterly emission stack testing | Apply data-driven intervention plan for category: PM_Control,,Install real-time particulate matter sensor at stack | Quarterly emission stack testing,Khatu Shyam Industries is classified as Medium risk with composite score 3.15. Top action: Install bag filter / fabric filter system.,2026-03-17T16:59:24.345111+00:00
osm_1198073376,Delhi Industrial Site 1198073376,industrial,Delhi,Medium,3.1492,pm25,Install bag filter / fabric filter system | Install real-time particulate matter sensor at stack,Apply general pollution control measures as per CPCB guidelines | Electrostatic precipitator (ESP) for high-temperature processes | Employee environmental training program | Energy efficiency audit to reduce overall emissions | Preventive maintenance schedule for emission control equipment | Quarterly emission stack testing | Apply data-driven intervention plan for category: PM_Control,,Install real-time particulate matter sensor at stack | Quarterly emission stack testing,Delhi Industrial Site 1198073376 is classified as Medium risk with composite score 3.15. Top action: Install bag filter / fabric filter system.,2026-03-17T16:59:24.348999+00:00
osm_1198073377,Delhi Industrial Site 1198073377,industrial,Delhi,Medium,3.1492,pm25,Install bag filter / fabric filter system | Install real-time particulate matter sensor at stack,Apply general pollution control measures as per CPCB guidelines | Electrostatic precipitator (ESP) for high-temperature processes | Employee environmental training program | Energy efficiency audit to reduce overall emissions | Preventive maintenance schedule for emission control equipment | Quarterly emission stack testing | Apply data-driven intervention plan for category: PM_Control,,Install real-time particulate matter sensor at stack | Quarterly emission stack testing,Delhi Industrial Site 1198073377 is classified as Medium risk with composite score 3.15. Top action: Install bag filter / fabric filter system.,2026-03-17T16:59:24.352812+00:00
osm_1260639571,Delhi Industrial Site 1260639571,industrial,Delhi,Medium,3.1492,pm25,Install bag filter / fabric filter system | Install real-time particulate matter sensor at stack,Apply general pollution control measures as per CPCB guidelines | Electrostatic precipitator (ESP) for high-temperature processes | Employee environmental training program | Energy efficiency audit to reduce overall emissions | Preventive maintenance schedule for emission control equipment | Quarterly emission stack testing | Apply data-driven intervention plan for category: PM_Control,,Install real-time particulate matter sensor at stack | Quarterly emission stack testing,Delhi Industrial Site 1260639571 is classified as Medium risk with composite score 3.15. Top action: Install bag filter / fabric filter system.,2026-03-17T16:59:24.357051+00:00
osm_1286855146,Delhi Industrial Site 1286855146,industrial,Delhi,Medium,3.1492,pm25,Install bag filter / fabric filter system | Install real-time particulate matter sensor at stack,Apply general pollution control measures as per CPCB guidelines | Electrostatic precipitator (ESP) for high-temperature processes | Employee environmental training program | Energy efficiency audit to reduce overall emissions | Preventive maintenance schedule for emission control equipment | Quarterly emission stack testing | Apply data-driven intervention plan for category: PM_Control,,Install real-time particulate matter sensor at stack | Quarterly emission stack testing,Delhi Industrial Site 1286855146 is classified as Medium risk with composite score 3.15. Top action: Install bag filter / fabric filter system.,2026-03-17T16:59:24.361017+00:00
osm_1311283794,Delhi Industrial Site 1311283794,industrial,Delhi,Medium,3.1492,pm25,Install bag filter / fabric filter system | Install real-time particulate matter sensor at stack,Apply general pollution control measures as per CPCB guidelines | Electrostatic precipitator (ESP) for high-temperature processes | Employee environmental training program | Energy efficiency audit to reduce overall emissions | Preventive maintenance schedule for emission control equipment | Quarterly emission stack testing | Apply data-driven intervention plan for category: PM_Control,,Install real-time particulate matter sensor at stack | Quarterly emission stack testing,Delhi Industrial Site 1311283794 is classified as Medium risk with composite score 3.15. Top action: Install bag filter / fabric filter system.,2026-03-17T16:59:24.364840+00:00
osm_1318605608,Burari Bus Depot 1,bus_depot,Delhi,Medium,3.1492,pm25,Install bag filter / fabric filter system | Install real-time particulate matter sensor at stack,Apply general pollution control measures as per CPCB guidelines | Electrostatic precipitator (ESP) for high-temperature processes | Employee environmental training program | Energy efficiency audit to reduce overall emissions | Preventive maintenance schedule for emission control equipment | Quarterly emission stack testing | Apply data-driven intervention plan for category: PM_Control,,Install real-time particulate matter sensor at stack | Quarterly emission stack testing,Burari Bus Depot 1 is classified as Medium risk with composite score 3.15. Top action: Install bag filter / fabric filter system.,2026-03-17T16:59:24.368468+00:00
osm_1353096687,Area Depot,warehouse,Delhi,Medium,3.1492,pm25,Install bag filter / fabric filter system | Install real-time particulate matter sensor at stack,Apply general pollution control measures as per CPCB guidelines | Electrostatic precipitator (ESP) for high-temperature processes | Employee environmental training program | Energy efficiency audit to reduce overall emissions | Preventive maintenance schedule for emission control equipment | Quarterly emission stack testing | Apply data-driven intervention plan for category: PM_Control,,Install real-time particulate matter sensor at stack | Quarterly emission stack testing,Area Depot is classified as Medium risk with composite score 3.15. Top action: Install bag filter / fabric filter system.,2026-03-17T16:59:24.372598+00:00
osm_1360902088,Rohini Sector 37 Bus Depot 2,bus_depot,Delhi,Medium,3.1492,pm25,Install bag filter / fabric filter system | Install real-time particulate matter sensor at stack,Apply general pollution control measures as per CPCB guidelines | Electrostatic precipitator (ESP) for high-temperature processes | Employee environmental training program | Energy efficiency audit to reduce overall emissions | Preventive maintenance schedule for emission control equipment | Quarterly emission stack testing | Apply data-driven intervention plan for category: PM_Control,,Install real-time particulate matter sensor at stack | Quarterly emission stack testing,Rohini Sector 37 Bus Depot 2 is classified as Medium risk with composite score 3.15. Top action: Install bag filter / fabric filter system.,2026-03-17T16:59:24.376689+00:00
osm_1360904231,Burari Bus Depot 2,bus_depot,Delhi,Medium,3.1492,pm25,Install bag filter / fabric filter system | Install real-time particulate matter sensor at stack,Apply general pollution control measures as per CPCB guidelines | Electrostatic precipitator (ESP) for high-temperature processes | Employee environmental training program | Energy efficiency audit to reduce overall emissions | Preventive maintenance schedule for emission control equipment | Quarterly emission stack testing | Apply data-driven intervention plan for category: PM_Control,,Install real-time particulate matter sensor at stack | Quarterly emission stack testing,Burari Bus Depot 2 is classified as Medium risk with composite score 3.15. Top action: Install bag filter / fabric filter system.,2026-03-17T16:59:24.380630+00:00
osm_1360907369,Delhi Airport Bus Depot,bus_depot,Delhi,Medium,3.1492,pm25,Install bag filter / fabric filter system | Install real-time particulate matter sensor at stack,Apply general pollution control measures as per CPCB guidelines | Electrostatic precipitator (ESP) for high-temperature processes | Employee environmental training program | Energy efficiency audit to reduce overall emissions | Preventive maintenance schedule for emission control equipment | Quarterly emission stack testing | Apply data-driven intervention plan for category: PM_Control,,Install real-time particulate matter sensor at stack | Quarterly emission stack testing,Delhi Airport Bus Depot is classified as Medium risk with composite score 3.15. Top action: Install bag filter / fabric filter system.,2026-03-17T16:59:24.384438+00:00
osm_1360907370,Delhi Airport Bus Depot,bus_depot,Delhi,Medium,3.1492,pm25,Install bag filter / fabric filter system | Install real-time particulate matter sensor at stack,Apply general pollution control measures as per CPCB guidelines | Electrostatic precipitator (ESP) for high-temperature processes | Employee environmental training program | Energy efficiency audit to reduce overall emissions | Preventive maintenance schedule for emission control equipment | Quarterly emission stack testing | Apply data-driven intervention plan for category: PM_Control,,Install real-time particulate matter sensor at stack | Quarterly emission stack testing,Delhi Airport Bus Depot is classified as Medium risk with composite score 3.15. Top action: Install bag filter / fabric filter system.,2026-03-17T16:59:24.388319+00:00
osm_1360907371,Delhi Airport Bus Depot,bus_depot,Delhi,Medium,3.1492,pm25,Install bag filter / fabric filter system | Install real-time particulate matter sensor at stack,Apply general pollution control measures as per CPCB guidelines | Electrostatic precipitator (ESP) for high-temperature processes | Employee environmental training program | Energy efficiency audit to reduce overall emissions | Preventive maintenance schedule for emission control equipment | Quarterly emission stack testing | Apply data-driven intervention plan for category: PM_Control,,Install real-time particulate matter sensor at stack | Quarterly emission stack testing,Delhi Airport Bus Depot is classified as Medium risk with composite score 3.15. Top action: Install bag filter / fabric filter system.,2026-03-17T16:59:24.393166+00:00
osm_1420299077,Food Corporation of India Mayapuri Depot,warehouse,Delhi,Medium,3.1492,pm25,Install bag filter / fabric filter system | Install real-time particulate matter sensor at stack,Apply general pollution control measures as per CPCB guidelines | Electrostatic precipitator (ESP) for high-temperature processes | Employee environmental training program | Energy efficiency audit to reduce overall emissions | Preventive maintenance schedule for emission control equipment | Quarterly emission stack testing | Apply data-driven intervention plan for category: PM_Control,,Install real-time particulate matter sensor at stack | Quarterly emission stack testing,Food Corporation of India Mayapuri Depot is classified as Medium risk with composite score 3.15. Top action: Install bag filter / fabric filter system.,2026-03-17T16:59:24.397301+00:00
osm_1424598797,Delhi Industrial Site 1424598797,industrial,Delhi,Medium,3.1492,pm25,Install bag filter / fabric filter system | Install real-time particulate matter sensor at stack,Apply general pollution control measures as per CPCB guidelines | Electrostatic precipitator (ESP) for high-temperature processes | Employee environmental training program | Energy efficiency audit to reduce overall emissions | Preventive maintenance schedule for emission control equipment | Quarterly emission stack testing | Apply data-driven intervention plan for category: PM_Control,,Install real-time particulate matter sensor at stack | Quarterly emission stack testing,Delhi Industrial Site 1424598797 is classified as Medium risk with composite score 3.15. Top action: Install bag filter / fabric filter system.,2026-03-17T16:59:24.401238+00:00
osm_1424598799,Delhi Industrial Site 1424598799,industrial,Delhi,Medium,3.1492,pm25,Install bag filter / fabric filter system | Install real-time particulate matter sensor at stack,Apply general pollution control measures as per CPCB guidelines | Electrostatic precipitator (ESP) for high-temperature processes | Employee environmental training program | Energy efficiency audit to reduce overall emissions | Preventive maintenance schedule for emission control equipment | Quarterly emission stack testing | Apply data-driven intervention plan for category: PM_Control,,Install real-time particulate matter sensor at stack | Quarterly emission stack testing,Delhi Industrial Site 1424598799 is classified as Medium risk with composite score 3.15. Top action: Install bag filter / fabric filter system.,2026-03-17T16:59:24.404987+00:00
osm_1424598804,Delhi Industrial Site 1424598804,industrial,Delhi,Medium,3.1492,pm25,Install bag filter / fabric filter system | Install real-time particulate matter sensor at stack,Apply general pollution control measures as per CPCB guidelines | Electrostatic precipitator (ESP) for high-temperature processes | Employee environmental training program | Energy efficiency audit to reduce overall emissions | Preventive maintenance schedule for emission control equipment | Quarterly emission stack testing | Apply data-driven intervention plan for category: PM_Control,,Install real-time particulate matter sensor at stack | Quarterly emission stack testing,Delhi Industrial Site 1424598804 is classified as Medium risk with composite score 3.15. Top action: Install bag filter / fabric filter system.,2026-03-17T16:59:24.409484+00:00
osm_1424598806,Delhi Industrial Site 1424598806,industrial,Delhi,Medium,3.1492,pm25,Install bag filter / fabric filter system | Install real-time particulate matter sensor at stack,Apply general pollution control measures as per CPCB guidelines | Electrostatic precipitator (ESP) for high-temperature processes | Employee environmental training program | Energy efficiency audit to reduce overall emissions | Preventive maintenance schedule for emission control equipment | Quarterly emission stack testing | Apply data-driven intervention plan for category: PM_Control,,Install real-time particulate matter sensor at stack | Quarterly emission stack testing,Delhi Industrial Site 1424598806 is classified as Medium risk with composite score 3.15. Top action: Install bag filter / fabric filter system.,2026-03-17T16:59:24.413704+00:00
osm_1424598808,Delhi Industrial Site 1424598808,industrial,Delhi,Medium,3.1492,pm25,Install bag filter / fabric filter system | Install real-time particulate matter sensor at stack,Apply general pollution control measures as per CPCB guidelines | Electrostatic precipitator (ESP) for high-temperature processes | Employee environmental training program | Energy efficiency audit to reduce overall emissions | Preventive maintenance schedule for emission control equipment | Quarterly emission stack testing | Apply data-driven intervention plan for category: PM_Control,,Install real-time particulate matter sensor at stack | Quarterly emission stack testing,Delhi Industrial Site 1424598808 is classified as Medium risk with composite score 3.15. Top action: Install bag filter / fabric filter system.,2026-03-17T16:59:24.417708+00:00
osm_1424605645,Iki Chic Private Limited,industrial,Delhi,Medium,3.1492,pm25,Install bag filter / fabric filter system | Install real-time particulate matter sensor at stack,Apply general pollution control measures as per CPCB guidelines | Electrostatic precipitator (ESP) for high-temperature processes | Employee environmental training program | Energy efficiency audit to reduce overall emissions | Preventive maintenance schedule for emission control equipment | Quarterly emission stack testing | Apply data-driven intervention plan for category: PM_Control,,Install real-time particulate matter sensor at stack | Quarterly emission stack testing,Iki Chic Private Limited is classified as Medium risk with composite score 3.15. Top action: Install bag filter / fabric filter system.,2026-03-17T16:59:24.421684+00:00
osm_1424605646,Delhi Industrial Site 1424605646,industrial,Delhi,Medium,3.1492,pm25,Install bag filter / fabric filter system | Install real-time particulate matter sensor at stack,Apply general pollution control measures as per CPCB guidelines | Electrostatic precipitator (ESP) for high-temperature processes | Employee environmental training program | Energy efficiency audit to reduce overall emissions | Preventive maintenance schedule for emission control equipment | Quarterly emission stack testing | Apply data-driven intervention plan for category: PM_Control,,Install real-time particulate matter sensor at stack | Quarterly emission stack testing,Delhi Industrial Site 1424605646 is classified as Medium risk with composite score 3.15. Top action: Install bag filter / fabric filter system.,2026-03-17T16:59:24.427053+00:00
